"Armstrong, Russell",100000024,SR,CIS,willy25@wonka.com,,"1:4.3,3:4,5:3.7,6:4,17:4.3 ","1:6,4:6","4:1,6:5","38:3,37:1,34:6"
"Banks, Kenneth",100000025,P,CIS,willy26@wonka.com,,"1:4,3:4,5:3.3,6:4,17:4","3:1,4:5,6:6",7:1,"28:5,29:1,32:4,31:5,40:5"
"Reyes, Steven",100000026,SR,CIS,willy27@wonka.com,,"1:4.3,3:4,5:3.7,6:4,17:4.3","1:6,3:6","3:1,4:5,6:6","28:2,29:1,30:4,31:5"
"Taylor, Sara",100000027,SR,CIS,willy28@wonka.com,,"1:4.3,3:4,5:3.7,6:4,17:4.3 ","1:4,2:3","1:6,3:6","38:3,37:1,34:6"
"Chavez, Ruby",100000028,SR,CIS,willy29@wonka.com,,"1:4.3,3:4,5:3.7,6:4,17:4.3","4:6,2:5","1:4,2:3","38:3,37:1,34:6"
"Ruiz, Larry",100000029,SR,CIS,willy30@wonka.com,,"1:4.3,3:4,5:3.7,6:4,17:4.3","4:6,2:5","3:1,4:5,6:6","28:5,29:1,32:4,31:5,40:5"
"Ruiz, Victor",100000030,SR,CIS,willy31@wonka.com,,"1:4.3,3:4,5:3.7,6:4,17:4.3 ","4:1,6:5","2:5,5:5","38:3,37:1,34:6"
"Black, Janice",100000031,SR,CIS,willy32@wonka.com,,"1:4.3,3:4,5:3.7,6:4,17:4.3","3:1,4:5,6:6",7:5,"28:2,29:1,30:4,31:5"
"Jackson, Timothy",100000032,SR,EC,willy33@wonka.com,,"1:4.3,3:3,5:3.7,6:3.3,17:4.3","2:5,5:5","1:6,4:6","38:3,37:1,34:6"
"Meyer, Anthony",100000033,SR,CIS,willy34@wonka.com,,"1:4.3,3:4,5:3.7,6:4,17:4.3 ","3:1,4:5,6:6","4:1,6:5","38:3,37:1,34:6"
"Rose, Nicholas",100000034,SR,CIS,willy35@wonka.com,,"1:4.3,3:4,5:3.7,6:4,17:3.3","1:4,2:3","3:6,4:5,5:6","29:4,31:3,38:2,40:3"
